发票号,超市,所在城市,客户类型,客户性别,商品类别,单价,购买数量,税额,总价,购买时间,支付方式,销售成本,毛利,客户满意度,交易时间,交易日,交易月,交易年,交易小时,经度,纬度
554-53-3790,B,曼德勒,非会员,男性,运动与旅行,37.02,6,11.106,233.226,18:33,现金,222.12,11.106,4.5,2019-03-22,22,3,2019,18,21.9588,96.0891
746-19-0921,C,内比都,非会员,男性,饮食,21.58,1,1.079,22.659000000000002,10:02,电子钱包,21.58,1.079,7.2,2019-02-09,9,2,2019,10,19.7633,96.0785
233-34-0817,C,内比都,会员,女性,电子配件,98.84,1,4.942,103.78200000000001,11:21,现金,98.84,4.942,8.4,2019-02-15,15,2,2019,11,19.7633,96.0785
767-05-1286,C,内比都,会员,女性,生活家居,83.77,6,25.131,527.751,12:10,电子钱包,502.62,25.131,5.4,2019-01-23,23,1,2019,12,19.7633,96.0785
340-21-9136,A,仰光,会员,女性,运动与旅行,40.05,4,8.01,168.21,11:40,现金,160.2,8.01,9.7,2019-01-25,25,1,2019,11,16.8661,96.1951
405-31-3305,A,仰光,会员,男性,时尚配饰,43.13,10,21.565,452.865,18:31,信用卡,431.3,21.565,5.5,2019-02-02,2,2,2019,18,16.8661,96.1951
731-59-7531,B,曼德勒,会员,男性,健康与美容,72.57,8,29.028000000000002,609.5880000000001,17:58,现金,580.56,29.028000000000002,4.6,2019-03-30,30,3,2019,17,21.9588,96.0891
676-39-6028,A,仰光,会员,女性,电子配件,64.44,5,16.11,338.31,17:04,现金,322.2,16.11,6.6,2019-03-30,30,3,2019,17,16.8661,96.1951
502-05-1910,A,仰光,非会员,男性,健康与美容,65.18,3,9.777000000000001,205.317,20:35,信用卡,195.54,9.777000000000001,6.3,2019-02-25,25,2,2019,20,16.8661,96.1951
485-30-8700,A,仰光,非会员,女性,运动与旅行,33.26,5,8.315,174.615,16:10,信用卡,166.3,8.315,4.2,2019-03-18,18,3,2019,16,16.8661,96.1951
598-47-9715,C,内比都,非会员,男性,电子配件,84.07,4,16.814,353.094,16:54,电子钱包,336.28,16.814,4.4,2019-03-07,7,3,2019,16,19.7633,96.0785
701-69-8742,B,曼德勒,非会员,男性,运动与旅行,34.37,10,17.185,360.885,10:11,电子钱包,343.7,17.185,6.7,2019-03-16,16,3,2019,10,21.9588,96.0891
575-67-1508,A,仰光,非会员,男性,电子配件,38.6,1,1.93,40.53,11:26,电子钱包,38.6,1.93,6.7,2019-01-29,29,1,2019,11,16.8661,96.1951
541-08-3113,C,内比都,非会员,男性,饮食,65.97,8,26.388,554.148,20:29,现金,527.76,26.388,8.4,2019-02-02,2,2,2019,20,19.7633,96.0785
246-11-3901,C,内比都,非会员,女性,电子配件,32.8,10,16.4,344.4,12:12,现金,328.0,16.4,6.2,2019-02-15,15,2,2019,12,19.7633,96.0785
674-15-9296,A,仰光,非会员,男性,运动与旅行,37.14,5,9.285,194.985,13:05,电子钱包,185.7,9.285,5.0,2019-01-08,8,1,2019,13,16.8661,96.1951
305-18-3552,B,曼德勒,会员,男性,生活家居,60.38,10,30.19,633.99,16:19,现金,603.8,30.19,6.0,2019-02-12,12,2,2019,16,21.9588,96.0891
493-65-6248,C,内比都,会员,女性,运动与旅行,36.98,10,18.49,388.29,19:48,信用卡,369.8,18.49,7.0,2019-01-01,1,1,2019,19,19.7633,96.0785
438-01-4015,B,曼德勒,会员,女性,运动与旅行,49.49,4,9.898,207.858,15:25,电子钱包,197.96,9.898,6.6,2019-03-21,21,3,2019,15,21.9588,96.0891
709-58-4068,B,曼德勒,非会员,女性,时尚配饰,41.09,10,20.545,431.445,14:42,现金,410.9,20.545,7.3,2019-02-28,28,2,2019,14,21.9588,96.0891
795-49-7276,A,仰光,非会员,男性,时尚配饰,37.15,4,7.43,156.03,18:59,电子钱包,148.6,7.43,8.3,2019-03-23,23,3,2019,18,16.8661,96.1951
556-72-8512,C,内比都,非会员,男性,生活家居,22.96,1,1.148,24.108,20:47,现金,22.96,1.148,4.3,2019-01-30,30,1,2019,20,19.7633,96.0785
627-95-3243,B,曼德勒,会员,女性,生活家居,77.68,9,34.955999999999996,734.076,13:21,电子钱包,699.12,34.955999999999996,9.8,2019-02-04,4,2,2019,13,21.9588,96.0891
686-41-0932,B,曼德勒,非会员,女性,时尚配饰,34.7,2,3.47,72.87,19:48,电子钱包,69.4,3.47,8.2,2019-03-13,13,3,2019,19,21.9588,96.0891
510-09-5628,A,仰光,会员,女性,时尚配饰,19.66,10,9.83,206.43,18:20,信用卡,196.6,9.83,7.2,2019-03-15,15,3,2019,18,16.8661,96.1951
608-04-3797,B,曼德勒,会员,女性,健康与美容,25.32,8,10.128,212.688,20:24,电子钱包,202.56,10.128,8.7,2019-03-05,5,3,2019,20,21.9588,96.0891
148-82-2527,C,内比都,会员,女性,生活家居,12.12,10,6.06,127.26,13:44,信用卡,121.2,6.06,8.4,2019-03-05,5,3,2019,13,19.7633,96.0785
437-53-3084,B,曼德勒,非会员,男性,时尚配饰,99.89,2,9.988999999999999,209.769,11:48,电子钱包,199.78,9.988999999999999,7.1,2019-02-26,26,2,2019,11,21.9588,96.0891
632-32-4574,B,曼德勒,非会员,男性,运动与旅行,75.92,8,30.368000000000002,637.7280000000001,14:14,现金,607.36,30.368000000000002,5.5,2019-03-20,20,3,2019,14,21.9588,96.0891
556-97-7101,C,内比都,非会员,女性,电子配件,63.22,2,6.322,132.762,15:51,现金,126.44,6.322,8.5,2019-01-01,1,1,2019,15,19.7633,96.0785
862-59-8517,C,内比都,非会员,女性,饮食,90.24,6,27.072,568.512,11:17,现金,541.44,27.072,6.2,2019-01-27,27,1,2019,11,19.7633,96.0785
401-18-8016,B,曼德勒,会员,女性,运动与旅行,98.13,1,4.9065,103.0365,17:36,现金,98.13,4.9065,8.9,2019-01-21,21,1,2019,17,21.9588,96.0891
420-18-8989,A,仰光,会员,女性,运动与旅行,51.52,8,20.608,432.76800000000003,15:47,现金,412.16,20.608,9.6,2019-02-02,2,2,2019,15,16.8661,96.1951
277-63-2961,B,曼德勒,会员,男性,运动与旅行,73.97,1,3.6985,77.6685,15:53,信用卡,73.97,3.6985,5.4,2019-02-03,3,2,2019,15,21.9588,96.0891
573-98-8548,C,内比都,会员,女性,时尚配饰,31.9,1,1.595,33.495,12:40,电子钱包,31.9,1.595,9.1,2019-01-05,5,1,2019,12,19.7633,96.0785
620-02-2046,C,内比都,非会员,男性,生活家居,69.4,2,6.94,145.74,19:48,电子钱包,138.8,6.94,9.0,2019-01-27,27,1,2019,19,19.7633,96.0785
282-35-2475,B,曼德勒,非会员,女性,运动与旅行,93.31,2,9.331,195.951,17:53,现金,186.62,9.331,6.3,2019-03-25,25,3,2019,17,21.9588,96.0891
511-54-3087,B,曼德勒,非会员,男性,运动与旅行,88.45,1,4.4225,92.8725,16:36,信用卡,88.45,4.4225,9.5,2019-02-25,25,2,2019,16,21.9588,96.0891
726-29-6793,A,仰光,会员,男性,电子配件,24.18,8,9.672,203.112,20:54,电子钱包,193.44,9.672,9.8,2019-01-28,28,1,2019,20,16.8661,96.1951
387-49-4215,B,曼德勒,会员,女性,运动与旅行,48.5,3,7.275,152.775,12:50,现金,145.5,7.275,6.7,2019-01-08,8,1,2019,12,21.9588,96.0891
862-17-9201,B,曼德勒,非会员,女性,饮食,84.05,6,25.215,529.515,10:48,信用卡,504.3,25.215,7.7,2019-01-29,29,1,2019,10,21.9588,96.0891
291-21-5991,B,曼德勒,会员,男性,健康与美容,61.29,5,15.3225,321.7725,14:28,现金,306.45,15.3225,7.0,2019-03-29,29,3,2019,14,21.9588,96.0891
602-80-9671,C,内比都,会员,女性,生活家居,15.95,6,4.785,100.485,17:15,信用卡,95.7,4.785,5.1,2019-02-09,9,2,2019,17,19.7633,96.0785
347-72-6115,B,曼德勒,会员,女性,运动与旅行,90.74,7,31.759,666.939,18:03,信用卡,635.18,31.759,6.2,2019-01-16,16,1,2019,18,21.9588,96.0891
209-61-0206,A,仰光,非会员,女性,生活家居,42.91,5,10.7275,225.2775,17:29,电子钱包,214.55,10.7275,6.1,2019-01-05,5,1,2019,17,16.8661,96.1951
595-27-4851,A,仰光,非会员,女性,时尚配饰,54.28,7,18.998,398.958,18:05,电子钱包,379.96,18.998,9.3,2019-01-27,27,1,2019,18,16.8661,96.1951
189-52-0236,A,仰光,非会员,男性,电子配件,99.55,7,34.8425,731.6925,12:07,现金,696.85,34.8425,7.6,2019-03-14,14,3,2019,12,16.8661,96.1951
503-07-0930,C,内比都,会员,男性,运动与旅行,58.39,7,20.4365,429.1665,19:49,信用卡,408.73,20.4365,8.2,2019-02-23,23,2,2019,19,19.7633,96.0785
413-20-6708,C,内比都,会员,女性,时尚配饰,51.47,1,2.5735,54.0435,15:52,电子钱包,51.47,2.5735,8.5,2019-03-18,18,3,2019,15,19.7633,96.0785
425-85-2085,B,曼德勒,会员,男性,健康与美容,54.86,5,13.715,288.015,16:48,电子钱包,274.3,13.715,9.8,2019-03-29,29,3,2019,16,21.9588,96.0891
521-18-7827,C,内比都,会员,男性,生活家居,39.39,5,9.8475,206.7975,20:46,信用卡,196.95,9.8475,8.7,2019-01-22,22,1,2019,20,19.7633,96.0785
220-28-1851,A,仰光,非会员,男性,生活家居,34.73,2,3.4730000000000003,72.933,18:14,电子钱包,69.46,3.4730000000000003,9.7,2019-03-01,1,3,2019,18,16.8661,96.1951
600-38-9738,C,内比都,会员,男性,运动与旅行,71.92,5,17.98,377.58,15:05,信用卡,359.6,17.98,4.3,2019-01-17,17,1,2019,15,19.7633,96.0785
734-91-1155,B,曼德勒,非会员,女性,电子配件,45.71,3,6.8565,143.9865,10:34,信用卡,137.13,6.8565,7.7,2019-03-26,26,3,2019,10,21.9588,96.0891
451-28-5717,C,内比都,会员,女性,生活家居,83.17,6,24.951,523.971,11:23,现金,499.02,24.951,7.3,2019-03-20,20,3,2019,11,19.7633,96.0785
609-81-8548,A,仰光,会员,女性,生活家居,37.44,6,11.232000000000001,235.872,13:55,信用卡,224.64,11.232000000000001,5.9,2019-02-06,6,2,2019,13,16.8661,96.1951
133-14-7229,C,内比都,非会员,男性,健康与美容,62.87,2,6.287000000000001,132.02700000000002,11:43,现金,125.74,6.287000000000001,5.0,2019-01-01,1,1,2019,11,19.7633,96.0785
534-01-4457,A,仰光,非会员,男性,饮食,81.71,6,24.513,514.773,14:36,信用卡,490.26,24.513,8.0,2019-01-27,27,1,2019,14,16.8661,96.1951
719-89-8991,A,仰光,会员,女性,运动与旅行,91.41,5,22.8525,479.9025,16:03,电子钱包,457.05,22.8525,7.1,2019-02-25,25,2,2019,16,16.8661,96.1951
286-62-6248,B,曼德勒,非会员,男性,时尚配饰,39.21,4,7.8420000000000005,164.68200000000002,20:03,信用卡,156.84,7.8420000000000005,9.0,2019-01-16,16,1,2019,20,21.9588,96.0891
339-38-9982,B,曼德勒,会员,男性,时尚配饰,59.86,2,5.986000000000001,125.706,14:55,电子钱包,119.72,5.986000000000001,6.7,2019-01-13,13,1,2019,14,21.9588,96.0891
827-44-5872,B,曼德勒,会员,女性,饮食,54.36,10,27.18,570.78,11:28,信用卡,543.6,27.18,6.1,2019-02-07,7,2,2019,11,21.9588,96.0891
827-77-7633,A,仰光,非会员,男性,运动与旅行,98.09,9,44.1405,926.9505,19:41,现金,882.81,44.1405,9.3,2019-02-17,17,2,2019,19,16.8661,96.1951
287-83-1405,A,仰光,非会员,男性,健康与美容,25.43,6,7.629,160.209,19:01,电子钱包,152.58,7.629,7.0,2019-02-12,12,2,2019,19,16.8661,96.1951
435-13-4908,A,仰光,会员,男性,时尚配饰,86.68,8,34.672,728.112,18:04,信用卡,693.44,34.672,7.2,2019-01-24,24,1,2019,18,16.8661,96.1951
857-67-9057,B,曼德勒,非会员,男性,电子配件,22.95,10,11.475,240.975,19:20,电子钱包,229.5,11.475,8.2,2019-02-06,6,2,2019,19,21.9588,96.0891
236-27-1144,C,内比都,非会员,女性,饮食,16.31,9,7.3395,154.1295,10:31,电子钱包,146.79,7.3395,8.4,2019-03-26,26,3,2019,10,19.7633,96.0785
892-05-6689,A,仰光,非会员,女性,生活家居,28.32,5,7.08,148.68,13:28,电子钱包,141.6,7.08,6.2,2019-03-11,11,3,2019,13,16.8661,96.1951
583-41-4548,C,内比都,非会员,男性,生活家居,16.67,7,5.8345,122.5245,11:36,电子钱包,116.69,5.8345,7.4,2019-02-07,7,2,2019,11,19.7633,96.0785
339-12-4827,B,曼德勒,会员,女性,时尚配饰,73.96,1,3.698,77.658,11:32,信用卡,73.96,3.698,5.0,2019-01-05,5,1,2019,11,21.9588,96.0891
643-38-7867,A,仰光,非会员,男性,生活家居,97.94,1,4.897,102.837,11:44,电子钱包,97.94,4.897,6.9,2019-03-07,7,3,2019,11,16.8661,96.1951
308-81-0538,A,仰光,非会员,女性,时尚配饰,73.05,4,14.61,306.81,17:16,信用卡,292.2,14.61,4.9,2019-02-25,25,2,2019,17,16.8661,96.1951
358-88-9262,C,内比都,会员,女性,饮食,87.48,6,26.244,551.124,18:43,电子钱包,524.88,26.244,5.1,2019-02-01,1,2,2019,18,19.7633,96.0785
460-35-4390,A,仰光,非会员,男性,生活家居,30.68,3,4.602,96.64200000000001,11:00,电子钱包,92.04,4.602,9.1,2019-01-22,22,1,2019,11,16.8661,96.1951
343-87-0864,C,内比都,会员,男性,健康与美容,75.88,1,3.7939999999999996,79.67399999999999,10:30,信用卡,75.88,3.7939999999999996,7.1,2019-01-03,3,1,2019,10,19.7633,96.0785
173-50-1108,B,曼德勒,会员,女性,运动与旅行,20.18,4,4.0360000000000005,84.756,12:14,信用卡,80.72,4.0360000000000005,5.0,2019-02-13,13,2,2019,12,21.9588,96.0891
243-47-2663,C,内比都,会员,男性,电子配件,18.77,6,5.631,118.251,16:43,信用卡,112.62,5.631,5.5,2019-01-28,28,1,2019,16,19.7633,96.0785
841-18-8232,B,曼德勒,非会员,女性,饮食,71.2,1,3.56,74.76,20:40,信用卡,71.2,3.56,9.2,2019-01-05,5,1,2019,20,21.9588,96.0891
701-23-5550,B,曼德勒,会员,男性,生活家居,38.81,4,7.7620000000000005,163.002,13:40,电子钱包,155.24,7.7620000000000005,4.9,2019-03-19,19,3,2019,13,21.9588,96.0891
647-50-1224,A,仰光,非会员,女性,时尚配饰,29.42,10,14.71,308.91,16:23,电子钱包,294.2,14.71,8.9,2019-01-12,12,1,2019,16,16.8661,96.1951
541-48-8554,A,仰光,非会员,男性,运动与旅行,60.95,9,27.4275,575.9775,12:08,信用卡,548.55,27.4275,6.0,2019-01-07,7,1,2019,12,16.8661,96.1951
539-21-7227,B,曼德勒,非会员,女性,运动与旅行,51.54,5,12.885,270.585,17:45,现金,257.7,12.885,4.2,2019-01-26,26,1,2019,17,21.9588,96.0891
213-32-1216,A,仰光,非会员,女性,电子配件,66.06,6,19.817999999999998,416.17800000000005,10:28,现金,396.36,19.817999999999998,7.3,2019-01-23,23,1,2019,10,16.8661,96.1951
747-58-7183,B,曼德勒,非会员,男性,时尚配饰,57.27,3,8.5905,180.4005,20:31,电子钱包,171.81,8.5905,6.5,2019-02-09,9,2,2019,20,21.9588,96.0891
582-52-8065,B,曼德勒,非会员,女性,时尚配饰,54.31,9,24.4395,513.2295,10:49,现金,488.79,24.4395,8.9,2019-02-22,22,2,2019,10,21.9588,96.0891
210-57-1719,B,曼德勒,非会员,女性,健康与美容,58.24,9,26.208000000000002,550.368,12:34,现金,524.16,26.208000000000002,9.7,2019-02-05,5,2,2019,12,21.9588,96.0891
399-69-4630,C,内比都,非会员,男性,电子配件,22.21,6,6.662999999999999,139.923,10:23,信用卡,133.26,6.662999999999999,8.6,2019-03-07,7,3,2019,10,19.7633,96.0785
134-75-2619,A,仰光,会员,男性,电子配件,19.32,7,6.7620000000000005,142.002,18:51,现金,135.24,6.7620000000000005,6.9,2019-03-25,25,3,2019,18,16.8661,96.1951
356-44-8813,B,曼德勒,非会员,男性,生活家居,37.48,3,5.622000000000001,118.06200000000001,13:45,信用卡,112.44,5.622000000000001,7.7,2019-01-20,20,1,2019,13,21.9588,96.0891
198-66-9832,B,曼德勒,会员,女性,时尚配饰,72.04,2,7.204,151.284,19:38,现金,144.08,7.204,9.5,2019-02-04,4,2,2019,19,21.9588,96.0891
283-26-5248,C,内比都,会员,女性,饮食,98.52,10,49.26,1034.46,20:23,电子钱包,985.2,49.26,4.5,2019-01-30,30,1,2019,20,19.7633,96.0785
712-39-0363,A,仰光,会员,男性,饮食,41.66,6,12.498,262.45799999999997,15:24,电子钱包,249.96,12.498,5.6,2019-01-02,2,1,2019,15,16.8661,96.1951
218-59-9410,A,仰光,会员,女性,生活家居,72.42,3,10.863,228.123,16:54,电子钱包,217.26,10.863,8.2,2019-03-29,29,3,2019,16,16.8661,96.1951
174-75-0888,B,曼德勒,非会员,男性,电子配件,21.58,9,9.711,203.93099999999998,12:32,现金,194.22,9.711,7.3,2019-03-14,14,3,2019,12,21.9588,96.0891
866-99-7614,C,内比都,非会员,男性,饮食,89.2,10,44.6,936.6,15:42,信用卡,892.0,44.6,4.4,2019-02-11,11,2,2019,15,19.7633,96.0785
134-54-4720,B,曼德勒,非会员,女性,电子配件,42.42,8,16.968,356.32800000000003,13:58,电子钱包,339.36,16.968,5.7,2019-01-30,30,1,2019,13,21.9588,96.0891
760-90-2357,A,仰光,会员,男性,电子配件,74.51,6,22.353,469.413,15:08,电子钱包,447.06,22.353,5.0,2019-03-20,20,3,2019,15,16.8661,96.1951
514-37-2845,B,曼德勒,非会员,男性,时尚配饰,99.25,2,9.925,208.425,13:02,现金,198.5,9.925,9.0,2019-03-20,20,3,2019,13,21.9588,96.0891
698-98-5964,A,仰光,非会员,女性,饮食,81.21,10,40.605,852.705,13:01,信用卡,812.1,40.605,6.3,2019-01-17,17,1,2019,13,16.8661,96.1951
718-57-9773,C,内比都,非会员,女性,运动与旅行,49.33,10,24.665,517.965,16:40,信用卡,493.3,24.665,9.4,2019-02-03,3,2,2019,16,19.7633,96.0785
651-88-7328,A,仰光,非会员,女性,时尚配饰,65.74,9,29.583000000000002,621.243,13:55,现金,591.66,29.583000000000002,7.7,2019-01-01,1,1,2019,13,16.8661,96.1951
241-11-2261,B,曼德勒,非会员,女性,时尚配饰,79.86,7,27.951,586.971,10:33,信用卡,559.02,27.951,5.5,2019-01-10,10,1,2019,10,21.9588,96.0891
408-26-9866,C,内比都,非会员,女性,运动与旅行,73.98,7,25.893,543.753,16:42,电子钱包,517.86,25.893,4.1,2019-03-02,2,3,2019,16,19.7633,96.0785
834-83-1826,B,曼德勒,会员,女性,生活家居,82.04,5,20.51,430.71,17:16,信用卡,410.2,20.51,7.6,2019-02-25,25,2,2019,17,21.9588,96.0891
343-61-3544,B,曼德勒,会员,男性,运动与旅行,26.67,10,13.335,280.035,11:48,现金,266.7,13.335,8.6,2019-01-29,29,1,2019,11,21.9588,96.0891
239-48-4278,A,仰光,会员,男性,饮食,10.13,7,3.5455,74.4555,19:35,电子钱包,70.91,3.5455,8.3,2019-03-10,10,3,2019,19,16.8661,96.1951
355-34-6244,B,曼德勒,非会员,男性,饮食,72.39,2,7.239,152.019,19:55,信用卡,144.78,7.239,8.1,2019-01-13,13,1,2019,19,21.9588,96.0891
550-84-8664,A,仰光,非会员,男性,运动与旅行,85.91,5,21.4775,451.0275,14:33,信用卡,429.55,21.4775,8.6,2019-03-22,22,3,2019,14,16.8661,96.1951
339-96-8318,B,曼德勒,会员,男性,时尚配饰,81.31,7,28.4585,597.6285,19:49,电子钱包,569.17,28.4585,6.3,2019-03-01,1,3,2019,19,21.9588,96.0891
458-61-0011,B,曼德勒,非会员,男性,饮食,60.3,4,12.06,253.26,18:43,现金,241.2,12.06,5.8,2019-02-20,20,2,2019,18,21.9588,96.0891
592-34-6155,C,内比都,非会员,男性,饮食,31.77,4,6.354,133.434,14:43,电子钱包,127.08,6.354,6.2,2019-01-14,14,1,2019,14,19.7633,96.0785
797-88-0493,A,仰光,非会员,女性,健康与美容,64.27,4,12.854000000000001,269.934,13:54,现金,257.08,12.854000000000001,7.7,2019-03-26,26,3,2019,13,16.8661,96.1951
207-73-1363,B,曼德勒,非会员,男性,健康与美容,69.51,2,6.9510000000000005,145.971,12:15,电子钱包,139.02,6.9510000000000005,8.1,2019-03-01,1,3,2019,12,21.9588,96.0891
390-31-6381,C,内比都,非会员,男性,饮食,27.22,3,4.083,85.743,12:37,现金,81.66,4.083,7.3,2019-01-07,7,1,2019,12,19.7633,96.0785
443-82-0585,A,仰光,会员,女性,健康与美容,77.68,4,15.536,326.256,19:54,现金,310.72,15.536,8.4,2019-02-01,1,2,2019,19,16.8661,96.1951
339-18-7061,C,内比都,会员,女性,时尚配饰,92.98,2,9.298,195.25799999999998,15:06,信用卡,185.96,9.298,8.0,2019-02-13,13,2,2019,15,19.7633,96.0785
359-90-3665,B,曼德勒,会员,女性,时尚配饰,18.08,4,3.616,75.936,18:03,信用卡,72.32,3.616,9.5,2019-01-14,14,1,2019,18,21.9588,96.0891
375-72-3056,B,曼德勒,非会员,男性,运动与旅行,63.06,3,9.459,198.639,15:58,电子钱包,189.18,9.459,7.0,2019-01-19,19,1,2019,15,21.9588,96.0891
127-47-6963,A,仰光,非会员,男性,健康与美容,51.71,4,10.342,217.18200000000002,13:53,信用卡,206.84,10.342,9.8,2019-03-09,9,3,2019,13,16.8661,96.1951
278-86-2735,A,仰光,非会员,女性,饮食,52.34,3,7.851,164.87099999999998,14:03,现金,157.02,7.851,9.2,2019-03-27,27,3,2019,14,16.8661,96.1951
695-28-6250,A,仰光,非会员,女性,运动与旅行,43.06,5,10.765,226.065,16:38,电子钱包,215.3,10.765,7.7,2019-02-04,4,2,2019,16,16.8661,96.1951
379-17-6588,C,内比都,非会员,男性,时尚配饰,59.61,10,29.805,625.905,11:07,现金,596.1,29.805,5.3,2019-03-14,14,3,2019,11,19.7633,96.0785
227-50-3718,A,仰光,非会员,男性,健康与美容,14.62,5,3.655,76.755,12:23,现金,73.1,3.655,4.4,2019-03-04,4,3,2019,12,16.8661,96.1951
302-15-2162,C,内比都,会员,男性,健康与美容,46.53,6,13.959000000000001,293.139,10:54,信用卡,279.18,13.959000000000001,4.3,2019-03-03,3,3,2019,10,19.7633,96.0785
788-07-8452,C,内比都,会员,女性,生活家居,24.24,7,8.484,178.16400000000002,17:38,电子钱包,169.68,8.484,9.4,2019-01-27,27,1,2019,17,19.7633,96.0785
560-49-6611,A,仰光,会员,女性,运动与旅行,45.58,1,2.279,47.858999999999995,14:13,现金,45.58,2.279,9.8,2019-02-07,7,2,2019,14,16.8661,96.1951
880-35-0356,A,仰光,会员,女性,运动与旅行,75.2,3,11.28,236.88,11:51,电子钱包,225.6,11.28,4.8,2019-02-05,5,2,2019,11,16.8661,96.1951
585-11-6748,B,曼德勒,会员,男性,运动与旅行,96.8,3,14.52,304.92,13:05,现金,290.4,14.52,5.3,2019-03-15,15,3,2019,13,21.9588,96.0891
470-31-3286,B,曼德勒,非会员,男性,健康与美容,14.82,3,2.2230000000000003,46.683,11:30,信用卡,44.46,2.2230000000000003,8.7,2019-03-01,1,3,2019,11,21.9588,96.0891
152-68-2907,A,仰光,非会员,男性,饮食,52.2,3,7.83,164.43,13:30,信用卡,156.6,7.83,9.5,2019-02-15,15,2,2019,13,16.8661,96.1951
123-35-4896,C,内比都,非会员,女性,运动与旅行,46.66,9,20.997,440.93699999999995,19:11,电子钱包,419.94,20.997,5.3,2019-02-17,17,2,2019,19,19.7633,96.0785
258-69-7810,C,内比都,非会员,女性,时尚配饰,36.85,5,9.2125,193.4625,18:53,现金,184.25,9.2125,9.2,2019-01-26,26,1,2019,18,19.7633,96.0785
334-64-2006,A,仰光,会员,女性,生活家居,70.32,2,7.032,147.672,14:22,电子钱包,140.64,7.032,9.6,2019-03-24,24,3,2019,14,16.8661,96.1951
219-61-4139,C,内比都,非会员,男性,电子配件,83.08,1,4.154,87.234,17:16,电子钱包,83.08,4.154,6.4,2019-01-23,23,1,2019,17,19.7633,96.0785
881-41-7302,C,内比都,非会员,女性,时尚配饰,64.99,1,3.2495,68.2395,10:06,信用卡,64.99,3.2495,4.5,2019-01-26,26,1,2019,10,19.7633,96.0785
373-09-4567,C,内比都,非会员,男性,饮食,77.56,10,38.78,814.38,20:35,电子钱包,775.6,38.78,6.9,2019-03-14,14,3,2019,20,19.7633,96.0785
642-30-6693,B,曼德勒,非会员,女性,运动与旅行,54.51,6,16.352999999999998,343.413,13:54,电子钱包,327.06,16.352999999999998,7.8,2019-03-17,17,3,2019,13,21.9588,96.0891
484-22-8230,C,内比都,会员,女性,时尚配饰,51.89,7,18.1615,381.3915,20:08,现金,363.23,18.1615,4.5,2019-01-08,8,1,2019,20,19.7633,96.0785
830-58-2383,B,曼德勒,非会员,男性,生活家居,31.75,4,6.35,133.35,15:26,现金,127.0,6.35,8.6,2019-02-08,8,2,2019,15,21.9588,96.0891
559-98-9873,A,仰光,会员,女性,时尚配饰,53.65,7,18.7775,394.3275,12:56,电子钱包,375.55,18.7775,5.2,2019-02-10,10,2,2019,12,16.8661,96.1951
544-32-5024,C,内比都,会员,女性,饮食,49.79,4,9.958,209.118,19:16,信用卡,199.16,9.958,6.4,2019-03-28,28,3,2019,19,19.7633,96.0785
318-12-0304,A,仰光,非会员,男性,时尚配饰,30.61,1,1.5305,32.1405,12:20,电子钱包,30.61,1.5305,5.2,2019-01-23,23,1,2019,12,16.8661,96.1951
349-97-8902,B,曼德勒,会员,男性,饮食,57.89,2,5.789,121.569,10:37,电子钱包,115.78,5.789,8.9,2019-01-17,17,1,2019,10,21.9588,96.0891
421-95-9805,A,仰光,非会员,女性,电子配件,28.96,1,1.4480000000000002,30.408,10:18,信用卡,28.96,1.4480000000000002,6.2,2019-02-07,7,2,2019,10,16.8661,96.1951
277-35-5865,C,内比都,会员,女性,饮食,98.97,9,44.5365,935.2665,11:23,现金,890.73,44.5365,6.7,2019-03-09,9,3,2019,11,19.7633,96.0785
789-23-8625,B,曼德勒,会员,男性,时尚配饰,93.22,3,13.982999999999999,293.643,11:45,现金,279.66,13.982999999999999,7.2,2019-01-24,24,1,2019,11,21.9588,96.0891
284-54-4231,C,内比都,会员,男性,运动与旅行,80.93,1,4.0465,84.9765,16:08,信用卡,80.93,4.0465,9.0,2019-01-19,19,1,2019,16,19.7633,96.0785
443-59-0061,A,仰光,会员,男性,饮食,67.45,10,33.725,708.225,11:25,电子钱包,674.5,33.725,4.2,2019-02-03,3,2,2019,11,16.8661,96.1951
509-29-3912,A,仰光,会员,女性,运动与旅行,38.72,9,17.424,365.904,12:24,电子钱包,348.48,17.424,4.2,2019-03-20,20,3,2019,12,16.8661,96.1951
327-40-9673,B,曼德勒,会员,男性,运动与旅行,72.6,6,21.78,457.38,19:51,现金,435.6,21.78,6.9,2019-01-13,13,1,2019,19,21.9588,96.0891
840-19-2096,C,内比都,会员,男性,电子配件,87.91,5,21.9775,461.5275,18:10,电子钱包,439.55,21.9775,4.4,2019-03-14,14,3,2019,18,19.7633,96.0785
828-46-6863,A,仰光,会员,男性,饮食,98.53,6,29.559,620.739,11:22,信用卡,591.18,29.559,4.0,2019-01-23,23,1,2019,11,16.8661,96.1951
641-96-3695,C,内比都,会员,女性,时尚配饰,43.46,6,13.038,273.798,17:55,电子钱包,260.76,13.038,8.5,2019-02-07,7,2,2019,17,19.7633,96.0785
420-97-3340,A,仰光,非会员,女性,饮食,71.68,3,10.752,225.792,15:30,信用卡,215.04,10.752,9.2,2019-03-28,28,3,2019,15,16.8661,96.1951
436-54-4512,A,仰光,会员,女性,饮食,91.61,1,4.5805,96.1905,19:44,现金,91.61,4.5805,9.8,2019-03-20,20,3,2019,19,16.8661,96.1951
